status,issue,primary finding,title,validator 1 comment,validator 2 comment,merged root cause
Satisfactory,validation-310,validation-310,Users contributed amount are heavily deflated,it will be slightly different from the actual ETH amount buyers spent,Slippage should not be hardcoded,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/UniswapV3Oracle.sol#L45
Satisfactory,validation-446,validation-310,High hard-coded slippage,Intended design,Slippage should not be hardcoded,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/UniswapV3Oracle.sol#L45
Satisfactory,validation-208,validation-310,Hard-coded slippage doesn't provide enough slippage protection,Slippage should not be hardcoded,Intended design,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/UniswapV3Oracle.sol#L45
Satisfactory,findings-31,validation-311,Potential Unfair Fee Calculation For Users,Intended design,Fees should be global and not for each contract. This is QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L149-L157
Satisfactory,validation-311,validation-311,A subtle invariant is broken in regards to the immutability of both the platform and performance fee across protocol's project pools,Intended design,Fees should be global and not for each contract. This is QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L149-L157
Satisfactory,validation-261,validation-320,No slippage protection for function `buy`.,Missing slippage check,Missing slippage protection in claim. I think this is QA as it is a feature request,"""https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L205,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L126-L176"""
Satisfactory,validation-205,validation-320,Missing slippage protection for the `buy()` function,Missing slippage protection in claim. I think this is QA as it is a feature request,Missing slippage check,"""https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L205,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L156"""
Satisfactory,validation-320,validation-320,WRONG CALCULATION IN LIQUIDITY  DELTA CREDITS AN INVESTOR WITH LESS LIQUIDITY SHARES THAN HE SHOULD RECEIVE.,Slippage in need to circumvent calculation discrepancy,Low quality report,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L155-L159
Satisfactory,validation-662,validation-320,Insufficient Slippage Control in buy Function,GPT,Missing slippage check,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L156
Satisfactory,validation-181,validation-355,Missing Slippage Protection in Claim Function,Missing slippage check,Missing slippage protection in claim. I think this is QA as it is a feature request,"""https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L205,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184"""
Satisfactory,validation-355,validation-355,`ILOPool.sol#claim` function does not have slippage control.,Missing slippage check,Missing slippage protection in claim. I think this is QA as it is a feature request,"""https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L205,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184"""
Satisfactory,validation-551,validation-355,`claim` Function Fails to Protect Stakeholders from Slippage,Missing slippage check,Missing slippage protection in claim. I think this is QA as it is a feature request,"""https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L205,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184"""
Satisfactory,validation-262,validation-355,No slippage protection for the function `claim`,Missing slippage check,Missing slippage protection in claim. I think this is QA as it is a feature request,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Satisfactory,validation-541,validation-355,`claim` function lacks slippage controls for `amount0` and `amount1` returned by `pool.burn` function call,Missing slippage checks,Missing slippage protection in claim. I think this is QA as it is a feature request,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Satisfactory,findings-32,validation-355,Lack of slippage protection during claiming,Missing slippage check,Missing slippage protection in claim. I think this is QA as it is a feature request,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L205
Satisfactory,findings-39,validation-355,Sandwich attacks in claim() due to missing slippage check,Missing slippage check,Missing slippage protection in claim. I think this is QA as it is a feature request,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L205
Satisfactory,validation-339,validation-355,`ILOPool::claim` should have slippage protection,Missing slippage protection in claim. I think this is QA as it is a feature request,Missing slippage check,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L205
Satisfactory,validation-660,validation-355,Insufficient Slippage Control in claim Function Causes Financial Risk for Users,Missing slippage protection in claim. I think this is QA as it is a feature request,Missing slippage check,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L205
Satisfactory,validation-68,validation-355,Missing slippage/deadline checks in claim function in ILOPool,Missing slippage protection in claim. I think this is QA as it is a feature request,Slippage in need to circumvent deadline,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L205
Satisfactory,validation-547,validation-355,`claim` function does not have any deadline check,Slippage in need to circumvent deadline,Invalid,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
Satisfactory,validation-423,validation-423,Risk of DOS in `ILOManager::claimRefund` if Some Project Pools Get Launched While Others Fail,Problematic if not all pools are refundable,several DoS vector for pool launch,"""https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L193C9-L195C10,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L201-L207"""
Satisfactory,validation-670,validation-423,Unhandled Exception Risk,GPT,Problematic if one of the pool isn't launchable or refundable,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L186-L207
Satisfactory,validation-157,validation-442,ILOPool whitelist can be bypassed by transferring nft token,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,"""https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L151,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L133"""
Satisfactory,validation-420,validation-442,Malicious ILO Participants Can Use Whitelisted Address To Buy Multiple NFT Positions For Non-Whitelisted Addresses,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,"""https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L151,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L143"""
Satisfactory,validation-43,validation-442,Investor can mint multiple nfts and bypass maxCapPerUser because of wrong validation,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,"""https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L151,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L143"""
Satisfactory,validation-442,validation-442,Transfer of ILOPool NFT token to different account allows for users to bypass the pool's `maxCapPerUser` invariant,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,"""https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L151,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L143"""
Satisfactory,validation-558,validation-442,Transfer of ERC721 can be used to bypasx max cap per user,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,"""https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L151,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L143"""
Satisfactory,validation-611,validation-442,Attacker can transfer their ILOPoolNFT to bypass the maxCapPerUser limitation,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,"""https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L151,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L143"""
Satisfactory,validation-114,validation-442,Maximum cap per user can be bypassed in a whitelist-only ILO,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L126-L152
Satisfactory,findings-11,validation-442,Whitelisted users MaxCapPerUser limit can be surpassed,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L126-L176
Satisfactory,validation-537,validation-442,Non-whitelisted actors can obtain `ILOPool` NFT positions when they should not be allowed to,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L126-L176
Satisfactory,validation-287,validation-442,User can bypass their max user cap during sale,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L133-L152
Satisfactory,validation-426,validation-442,Whitelisted Users Can Bypass `maxCapPerUser` in `ILOManager::buy` Function,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L141-L152
Satisfactory,validation-421,validation-442,User can bypass `maxCapPerUser` by transfering tokens to other accounts,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L143-L151
Satisfactory,findings-15,validation-442,`_maxAddressCap` can be bypassed by transferring NFT out,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L143-L152
Satisfactory,findings-55,validation-442,`ILOPool` inherited ERC721 token transfer functions are not disabled,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L143-L152
Satisfactory,validation-378,validation-442,User can bypass `maxCapPerUser`.,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L143-L152
Satisfactory,findings-2,validation-442,Users can purchase more than the maxUserCap by transferring NFT,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L150-L151
Satisfactory,findings-48,validation-442,Max Cap per user can be bypassed by transferring ILOPool NFT,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L151
Satisfactory,validation-237,validation-442,maxCapPerUser should check the total raiseAmount of the positions owned by a user,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L151
Satisfactory,validation-244,validation-442,"The whitelisted addresses can `buy()` and call `transferFrom()` many times, it let non whitelisted addresses to own liquidity offering in ILOPool",Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L151
Satisfactory,validation-451,validation-442,Users Can Exceed Purchase Limit,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L151
Satisfactory,validation-579,validation-442,maxCapPerUser can be easily bypassed,Catchy leak,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L151
Satisfactory,validation-277,validation-442,Using balanceOf() for validation is wrong ,Intended design,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L151
Satisfactory,validation-605,validation-442,Transfering NFTs allows non-whitlisted addresses to claim liquidity and claim refund,Catchy leak,Report is not clear on impact. Several things are mentionated but loosely described in detail,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L133
Satisfactory,validation-305,validation-442,ILOPool.sol:buy() Method Can Be Used To Manipulate ILO Claiming Period by Minting Multiple NFTs,Catchy leak,Low quality report ,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L141-L148
Satisfactory,validation-577,validation-442,User can bypass the max user cap,Catchy leak,Invalid,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L151
Satisfactory,validation-411,validation-46,_allowedWhitelistIndex and Blacklisted Users,Missing blacklistedCount,Invalid,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L173-L175
Satisfactory,validation-46,validation-46,Manual `Whitelist::allowedWhitelistedIndex` adjustment is prone to error and should be automatized,Missing blacklistedCount,Invalid,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L173-L175
Satisfactory,validation-94,validation-46,Unimplemented blacklistedCount Functionality,Missing blacklistedCount,Invalid,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L173-L175
Unsatisfactory,validation-518,,"For initial VULT launch, whitelist logic can apply to non-buy actions, which breaks an invariant",We only add limitations for buy actions via uniswap v3 pool. Each receipient would still need to be whitlisted and cap restricted where flash activity is discouraged,,
Unsatisfactory,validation-522,,Blacklisted actor can obtain VULT tokens during the initial launch of VULT,Commonly known issue,Blacklisted users can have vault tokens,"https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/extensions/VultisigWhitelisted.sol#L30,https://github.com/code-423n4/2024-06-vultisig/blob/cb72b1e9053c02a58d874ff376359a83dc3f0742/hardhat-vultisig/contracts/Whitelist.sol#L204-L228"
Unsatisfactory,validation-617,,Non whitelisted accounts can still have `$VULT` tokens,Commonly known issue,Blacklisted users can have vault tokens,"https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/extensions/VultisigWhitelisted.sol#L30,https://github.com/code-423n4/2024-06-vultisig/blob/cb72b1e9053c02a58d874ff376359a83dc3f0742/hardhat-vultisig/contracts/Whitelist.sol#L204-L228"
Unsatisfactory,findings-14,,"Due to UniswapV3 Oracle version being higher than 0.8.0, some operations might overflow",conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,findings-16,,Lack of `unchecked` for `Uniswapv0.8` libarary,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,findings-5,,`TickMath` and `FullMath` libraries are missing `unchecked`,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-110,,Incorrect Solidity version in FullMath.sol can cause issues,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-111,,Incorrect Solidity version in OracleLibrary can cause issues,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-112,,Incorrect Solidity version in TickMath can cause issues,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-13,,[H-01] `FullMath` and `TickMath` libraries do not implement `unchecked` could result in incorrect liquidity,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-195,,"OracleLibrary, TickMath and FullMath files is optimized for ^0.8.0 solidity but it is not supposed to be",conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-196,,`TickMath.sol` and `FullMath.sol` don't use unchecked.,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-211,,[M-01] `TickMath` and `FullMath` libraries are missing `unchecked`,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-250,,The FullMath library is unable to handle intermediate overflows due to overflow that's desired but never reached,sqrtRatioAX96 > sqrtRatioBX96 is in place to prevent over/under flow,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-41,,`TickMath` and `FullMath` libraries might revert in solidity version 0.8,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-413,,TickMath can revert in solidity version 0.8,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-510,,Use unchecked in TickMath.sol and FullMath.sol,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-525,,The function body of getSqrtRatioAtTick() is missing an unchecked block to handle overflows if reached,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-530,,The FullMath library is unable to handle intermediate overflows due to overflow that's desired but never reached,sqrtRatioAX96 > sqrtRatioBX96 is in place to prevent over/under flow,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-569,,Missing Unchecked Arithmetic Leading to DoS in `UniswapV3Oracle`,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-616,,Use unchecked in SqrtPriceMathPartial.sol,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-656,,`TickMath` `OracleLibrary` and `FullMath` libraries are missing `unchecked`,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-8,,Forked Uniswap libraries not optimized for solc version which can DOS protocol operations.,conditional is in place to prevent over/under flow. unchecked applies only to Solidity 8,Adapt library for compiler. QA at best. ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/uniswapv0.8/TickMath.sol#L2
Unsatisfactory,validation-104,,TWAP Window should be configurable,Circumvented by the ternary: uint32 period = PERIOD < longestPeriod ? PERIOD : longestPeriod,"TWAP window should be flexible. Seems like QA, as twap window seems to be max 30 minutes and not 30 minutes as constant",https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/UniswapV3Oracle.sol#L16
Unsatisfactory,validation-408,,TWAP period should not be constant ,Circumvented by the ternary: uint32 period = PERIOD < longestPeriod ? PERIOD : longestPeriod,"TWAP window should be flexible. Seems like QA, as twap window seems to be max 30 minutes and not 30 minutes as constant",https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/UniswapV3Oracle.sol#L16
Unsatisfactory,validation-499,,Current PERIOD implementation could lead to swapping scenario where user could swap at an inflation rate.,Inadequate proof,"TWAP window should be flexible. Seems like QA, as twap window seems to be max 30 minutes and not 30 minutes as constant",https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/UniswapV3Oracle.sol#L16
Unsatisfactory,validation-501,,TWAP Oracle inflexible PERIOD,Circumvented by the ternary: uint32 period = PERIOD < longestPeriod ? PERIOD : longestPeriod,"TWAP window should be flexible. Seems like QA, as twap window seems to be max 30 minutes and not 30 minutes as constant",https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/UniswapV3Oracle.sol#L16
Unsatisfactory,validation-102,,Incorrect TWAP price returned by UniswapV3Oracle.sol,Known and intended,TWAP window maybe smaller than 30 minutes,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/UniswapV3Oracle.sol#L41
Unsatisfactory,validation-304,,TWAP price is calculated for timeframe less than the min 30 mins ,Known and intended,TWAP window maybe smaller than 30 minutes,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/UniswapV3Oracle.sol#L41
Unsatisfactory,validation-77,,Unstable TWAP will be returned when the pool is just launched,Known and intended,TWAP window maybe smaller than 30 minutes,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/oracles/uniswap/UniswapV3Oracle.sol#L41
Unsatisfactory,validation-12,,Burning functionality is missing in Vultisig contract,Intended design via parental burn(),Mismatch docs and code regarding burn mechanism. At best QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Vultisig.sol#L11
Unsatisfactory,validation-125,,Inconsistency in Token Burn Functionality of `Vultisig` Contract,Intended design via parental burn(),Mismatch docs and code regarding burn mechanism. At best QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Vultisig.sol#L11
Unsatisfactory,validation-147,,VULT lacks burn function,Intended design via parental burn(),Mismatch docs and code regarding burn mechanism. At best QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Vultisig.sol#L11
Unsatisfactory,validation-392,,Vultisig should be burnable,Intended design via parental burn(),Mismatch docs and code regarding burn mechanism. At best QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Vultisig.sol#L11
Unsatisfactory,validation-418,,M-1 There is no external function `burn()` in the VULT contract,Intended design,Mismatch docs and code regarding burn mechanism. At best QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Vultisig.sol#L11
Unsatisfactory,validation-462,,Internal _burn() function is not exposed externally in the Vultisig.sol contract,Intended design via parental burn(),Mismatch docs and code regarding burn mechanism. At best QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Vultisig.sol#L11
Unsatisfactory,validation-171,,Lack of Blacklist Check When Adding Whitelisted Addresses,Inconsequential,Address might be blacklisted and whitelisted at the same time. Seems QA owner mistake,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L185-L187
Unsatisfactory,validation-400,,Address can be blacklisted and whitelisted at the same time ,Inconsequential,Address might be blacklisted and whitelisted at the same time. Seems QA owner mistake,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L185-L187
Unsatisfactory,validation-534,,Inconsistencies in blacklist and whitelist mappings.,Inadequate elaboration. Inconsequential,Address might be blacklisted and whitelisted at the same time. Seems QA owner mistake,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L185-L187
Unsatisfactory,validation-523,,VultisigWhitelisted Contract Vulnerable to Whitelist Bypass,Low QA on uninitialized variable,Vultisig whitelisting can be bypassed by anyone,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L204-L228
Unsatisfactory,validation-33,,Manipulatable contributed amount of `VULT`,We only add limitations for buy actions via uniswap v3 pool,Inflate contribution ,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L204C5-L206C14
Unsatisfactory,findings-50,,Treasury can't claim liquidity while the whitelist is active,claim isn't buy,Treasury should be allowed to claim liquidity at any moment. This seems QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L205
Unsatisfactory,validation-241,,Blacklisting can be easily bypassed because of insufficient check.,Commonly known issue,Funds can be transferred to black-listed address. This is QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L205
Unsatisfactory,validation-256,,Blacklisted Addresses Can Bypass Restrictions by Purchasing Tokens for Whitelisted Addresses,onlyVultisig,Funds can be transferred to black-listed address. This is QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L205
Unsatisfactory,validation-588,,Max contribution cap check might freeze user's liquidity in Uniswap pool,We only add limitations for buy actions via uniswap v3 pool,VAULT token price high can prevent claiming,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L222
Unsatisfactory,validation-624,,Investors might not be able to claim their `$VULT` sale tokens if priced high,We only add limitations for buy actions via uniswap v3 pool,VAULT token price high can prevent claiming,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L222
Unsatisfactory,validation-675,,"Vultisig token transfers can be Dossed, preventing users from receiving them.",Commonly known issue,VAULT token price high can prevent claiming,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L222
Unsatisfactory,findings-13,,"_IsSelfWhitelistDisabled defaults to false, and users may get the whitelist first",Intended design,Variable not initialized allows whitelist front-running,"https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L29,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L48-L51"
Unsatisfactory,findings-47,,Users can silently whitelist themselves without admins noticing it,Intended design. Owner can increase allowedWhitelistedIndex by blacklistedCount,Variable not initialized allows whitelist front-running,"https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L29,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L48-L51"
